iter; numVertices; distance; numEdges; edgeProbability; TS_D_ok; TS_D_time; BF_D_ok; BF_D_time; TS_R_ok; TS_R_time; BF_R_ok; BF_R_time; 
1; 9; 100; 36; 100; 1; 0; 1; 0; 1; 1; 1; 0; 
1; 9; 110; 36; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 9; 120; 36; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 9; 130; 36; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 9; 140; 36; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 9; 150; 36; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 10; 30; 10; 22; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 10; 40; 14; 31; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 10; 50; 18; 40; 1; 105; 0; 0; 0; 0; 0; 0; 
1; 10; 60; 29; 64; 1; 1; 1; 0; 1; 0; 1; 12; 
1; 10; 70; 35; 78; 1; 0; 1; 0; 1; 1; 1; 0; 
1; 10; 80; 40; 89; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 10; 90; 41; 91; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 10; 100; 44; 98; 1; 0; 1; 0; 1; 1; 1; 0; 
1; 10; 110; 45; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 10; 120; 45; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 10; 130; 45; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 10; 140; 45; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 10; 150; 45; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 11; 30; 24; 44; 0; 0; 0; 0; 1; 16; 0; 0; 
1; 11; 40; 22; 40; 1; 6; 1; 152; 1; 14; 0; 0; 
1; 11; 50; 22; 40; 1; 443; 0; 0; 0; 0; 0; 0; 
1; 11; 60; 30; 55; 1; 1; 1; 0; 1; 1; 0; 0; 
1; 11; 70; 44; 80; 1; 0; 1; 1; 1; 0; 1; 20; 
1; 11; 80; 41; 75; 1; 1; 1; 0; 1; 0; 1; 201; 
1; 11; 90; 48; 87; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 11; 100; 55; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 11; 110; 55; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 11; 120; 55; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 11; 130; 55; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 11; 140; 55; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 11; 150; 55; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 12; 30; 19; 29; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 12; 40; 29; 44; 0; 0; 0; 0; 1; 4; 0; 0; 
1; 12; 50; 28; 42; 1; 16; 0; 0; 1; 48; 0; 0; 
1; 12; 60; 39; 59; 1; 1; 1; 1; 1; 1; 1; 0; 
1; 12; 70; 59; 89; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 12; 80; 56; 85; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 12; 90; 66; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 12; 100; 64; 97; 1; 0; 1; 0; 1; 0; 1; 2; 
1; 12; 110; 66; 100; 1; 0; 1; 0; 1; 0; 1; 22; 
1; 12; 120; 66; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 12; 130; 66; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 12; 140; 66; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 12; 150; 66; 100; 1; 0; 1; 0; 1; 1; 1; 0; 
1; 13; 30; 25; 32; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 13; 40; 28; 36; 0; 0; 0; 0; 1; 5; 0; 0; 
1; 13; 50; 34; 44; 1; 172; 0; 0; 1; 11; 0; 0; 
1; 13; 60; 45; 58; 1; 7; 1; 0; 1; 1; 1; 0; 
1; 13; 70; 61; 78; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 13; 80; 70; 90; 1; 1; 1; 0; 1; 0; 1; 0; 
1; 13; 90; 65; 83; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 13; 100; 73; 94; 1; 0; 1; 0; 1; 0; 1; 2; 
1; 13; 110; 78; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 13; 120; 78; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 13; 130; 78; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 13; 140; 78; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 13; 150; 78; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 14; 30; 22; 24; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 14; 40; 34; 37; 0; 0; 0; 0; 1; 32; 0; 0; 
1; 14; 50; 46; 51; 1; 2; 1; 3; 1; 0; 1; 542; 
1; 14; 60; 59; 65; 1; 1; 1; 3; 1; 1; 0; 0; 
1; 14; 70; 56; 62; 1; 1; 1; 87; 1; 0; 1; 1; 
1; 14; 80; 78; 86; 1; 0; 1; 7; 1; 0; 1; 0; 
1; 14; 90; 80; 88; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 14; 100; 87; 96; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 14; 110; 91; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 14; 120; 91; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 14; 130; 91; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 14; 140; 91; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 14; 150; 91; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 15; 30; 18; 17; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 15; 40; 33; 31; 0; 0; 0; 0; 1; 32; 1; 852; 
1; 15; 50; 62; 59; 1; 3; 0; 0; 1; 0; 1; 86; 
1; 15; 60; 53; 50; 1; 2; 1; 4; 1; 1; 1; 815; 
1; 15; 70; 84; 80; 1; 0; 1; 740; 1; 0; 1; 1; 
1; 15; 80; 87; 83; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 15; 90; 93; 89; 1; 0; 1; 1; 1; 0; 0; 0; 
1; 15; 100; 102; 97; 1; 0; 1; 1; 1; 1; 1; 0; 
1; 15; 110; 105; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 15; 120; 105; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 15; 130; 105; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 15; 140; 105; 100; 1; 0; 1; 0; 1; 1; 1; 0; 
1; 15; 150; 105; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 16; 30; 23; 19; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 16; 40; 41; 34; 1; 1; 1; 0; 0; 0; 0; 0; 
1; 16; 50; 62; 52; 1; 3; 1; 1; 1; 1; 0; 0; 
1; 16; 60; 67; 56; 1; 10; 0; 0; 1; 1; 1; 1; 
1; 16; 70; 103; 86; 1; 1; 1; 0; 1; 0; 1; 1; 
1; 16; 80; 117; 98; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 16; 90; 117; 98; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 16; 100; 113; 94; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 16; 110; 120; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 16; 120; 120; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 16; 130; 120; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 16; 140; 120; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 16; 150; 120; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 17; 30; 27; 20; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 17; 40; 46; 34; 0; 0; 0; 0; 1; 58; 0; 0; 
1; 17; 50; 72; 53; 1; 1; 1; 160; 1; 1; 0; 0; 
1; 17; 60; 77; 57; 1; 1; 0; 0; 1; 3; 1; 1; 
1; 17; 70; 94; 69; 1; 0; 1; 163; 1; 0; 1; 10; 
1; 17; 80; 116; 85; 1; 0; 1; 1; 1; 0; 1; 2; 
1; 17; 90; 116; 85; 1; 0; 1; 0; 1; 0; 1; 13; 
1; 17; 100; 133; 98; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 17; 110; 136; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 17; 120; 136; 100; 1; 0; 1; 0; 1; 1; 1; 0; 
1; 17; 130; 136; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 17; 140; 136; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 17; 150; 136; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 18; 30; 26; 17; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 18; 40; 64; 42; 1; 45; 0; 0; 1; 11; 0; 0; 
1; 18; 50; 72; 47; 1; 8; 0; 0; 1; 0; 1; 1; 
1; 18; 60; 88; 58; 1; 5; 1; 136; 1; 0; 0; 0; 
1; 18; 70; 93; 61; 1; 1; 1; 16; 1; 0; 0; 0; 
1; 18; 80; 140; 92; 1; 1; 1; 0; 1; 0; 1; 0; 
1; 18; 90; 137; 90; 1; 0; 1; 0; 1; 1; 1; 0; 
1; 18; 100; 151; 99; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 18; 110; 153; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 18; 120; 153; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 18; 130; 153; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 18; 140; 153; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 18; 150; 153; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 19; 30; 39; 23; 0; 0; 0; 0; 1; 221; 0; 0; 
1; 19; 40; 41; 24; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 19; 50; 70; 41; 1; 10; 0; 0; 1; 0; 1; 19; 
1; 19; 60; 84; 49; 1; 2; 0; 0; 1; 6; 0; 0; 
1; 19; 70; 133; 78; 1; 0; 1; 9; 1; 0; 1; 0; 
1; 19; 80; 151; 88; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 19; 90; 169; 99; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 19; 100; 171; 100; 1; 0; 1; 2; 1; 0; 1; 0; 
1; 19; 110; 169; 99; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 19; 120; 171; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 19; 130; 171; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 19; 140; 171; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 19; 150; 171; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 20; 30; 54; 28; 0; 0; 0; 0; 1; 99; 0; 0; 
1; 20; 40; 71; 37; 0; 0; 1; 211; 1; 9; 1; 1; 
1; 20; 50; 91; 48; 1; 35; 0; 0; 1; 1; 0; 0; 
1; 20; 60; 129; 68; 1; 1; 0; 0; 1; 0; 1; 0; 
1; 20; 70; 151; 79; 1; 0; 0; 0; 1; 0; 1; 0; 
1; 20; 80; 168; 88; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 20; 90; 178; 94; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 20; 100; 188; 99; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 20; 110; 189; 99; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 20; 120; 190; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 20; 130; 190; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 20; 140; 190; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 20; 150; 190; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 21; 30; 33; 16; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 21; 40; 61; 29; 1; 651; 0; 0; 1; 114; 0; 0; 
1; 21; 50; 89; 42; 1; 9; 1; 0; 1; 3; 0; 0; 
1; 21; 60; 163; 78; 1; 0; 1; 1; 1; 0; 1; 351; 
1; 21; 70; 139; 66; 1; 0; 0; 0; 1; 0; 1; 0; 
1; 21; 80; 195; 93; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 21; 90; 171; 81; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 21; 100; 207; 99; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 21; 110; 210; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 21; 120; 210; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 21; 130; 209; 100; 1; 0; 1; 1; 1; 0; 1; 2; 
1; 21; 140; 210; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 21; 150; 210; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 22; 30; 48; 21; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 22; 40; 73; 32; 0; 0; 0; 0; 1; 126; 0; 0; 
1; 22; 50; 144; 62; 1; 1; 0; 0; 1; 1; 1; 1; 
1; 22; 60; 173; 75; 1; 0; 1; 1; 1; 0; 1; 2; 
1; 22; 70; 170; 74; 1; 1; 1; 1; 1; 0; 1; 1; 
1; 22; 80; 185; 80; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 22; 90; 217; 94; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 22; 100; 225; 97; 1; 1; 1; 0; 1; 0; 1; 1; 
1; 22; 110; 229; 99; 1; 0; 1; 0; 1; 0; 1; 18; 
1; 22; 120; 231; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
1; 22; 130; 231; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 22; 140; 231; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 22; 150; 231; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 23; 30; 45; 18; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 23; 40; 88; 35; 0; 0; 0; 0; 1; 98; 0; 0; 
1; 23; 50; 155; 61; 1; 1; 0; 0; 1; 1; 1; 1; 
1; 23; 60; 179; 71; 1; 1; 1; 1; 1; 1; 1; 1; 
1; 23; 70; 204; 81; 1; 1; 1; 1; 1; 0; 0; 0; 
1; 23; 80; 227; 90; 1; 0; 1; 1; 1; 0; 1; 412; 
1; 23; 90; 225; 89; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 23; 100; 246; 97; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 23; 110; 253; 100; 1; 0; 1; 2; 1; 0; 1; 1; 
1; 23; 120; 253; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 23; 130; 253; 100; 1; 0; 1; 2; 1; 0; 1; 1; 
1; 23; 140; 253; 100; 1; 0; 1; 1; 1; 0; 1; 2; 
1; 23; 150; 253; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 24; 30; 52; 19; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 24; 40; 95; 34; 0; 0; 0; 0; 1; 42; 0; 0; 
1; 24; 50; 114; 41; 1; 470; 0; 0; 1; 9; 1; 20; 
1; 24; 60; 162; 59; 1; 1; 1; 1; 1; 0; 1; 1; 
1; 24; 70; 198; 72; 1; 1; 0; 0; 1; 0; 0; 0; 
1; 24; 80; 248; 90; 1; 0; 1; 1; 1; 0; 1; 2; 
1; 24; 90; 247; 89; 1; 0; 1; 1; 1; 0; 1; 2; 
1; 24; 100; 269; 97; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 24; 110; 276; 100; 1; 0; 1; 1; 1; 0; 1; 2; 
1; 24; 120; 276; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 24; 130; 276; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 24; 140; 276; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
1; 24; 150; 276; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 25; 30; 64; 21; 0; 0; 0; 0; 0; 0; 0; 0; 
1; 25; 40; 89; 30; 1; 6; 0; 0; 1; 22; 0; 0; 
1; 25; 50; 141; 47; 1; 13; 0; 0; 1; 1; 0; 0; 
1; 25; 60; 184; 61; 1; 0; 1; 1; 1; 2; 1; 1; 
1; 25; 70; 216; 72; 1; 1; 1; 1; 1; 0; 1; 24; 
1; 25; 80; 276; 92; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 25; 90; 283; 94; 1; 0; 1; 1; 1; 0; 1; 1; 
1; 25; 100; 300; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
1; 25; 110; 300; 100; 1; 0; 1; 2; 1; 0; 1; 1; 
1; 25; 120; 299; 100; 1; 0; 1; 2; 1; 0; 1; 1; 
1; 25; 130; 300; 100; 1; 0; 1; 2; 1; 0; 1; 1; 
1; 25; 140; 300; 100; 1; 0; 1; 1; 1; 1; 1; 0; 
1; 25; 150; 300; 100; 1; 0; 1; 1; 1; 0; 1; 1; 
2; 5; 30; 3; 30; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 5; 40; 1; 10; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 5; 50; 5; 50; 0; 0; 0; 0; 1; 1; 1; 1; 
2; 5; 60; 4; 40; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 5; 70; 10; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 5; 80; 9; 90; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 5; 90; 8; 80; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 5; 100; 10; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 5; 110; 10; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 5; 120; 10; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 5; 130; 10; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 5; 140; 10; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 5; 150; 10; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 6; 30; 4; 27; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 6; 40; 6; 40; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 6; 50; 6; 40; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 6; 60; 13; 87; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 6; 70; 15; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 6; 80; 15; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 6; 90; 15; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 6; 100; 15; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 6; 110; 15; 100; 1; 0; 1; 0; 1; 0; 1; 2; 
2; 6; 120; 15; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 6; 130; 15; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 6; 140; 15; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 6; 150; 15; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 7; 30; 3; 14; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 7; 40; 7; 33; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 7; 50; 11; 52; 0; 0; 0; 0; 1; 59; 1; 465; 
2; 7; 60; 12; 57; 1; 0; 1; 0; 1; 2; 1; 0; 
2; 7; 70; 12; 57; 1; 6; 1; 1; 1; 0; 1; 0; 
2; 7; 80; 15; 71; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 7; 90; 18; 86; 1; 0; 1; 0; 1; 1; 1; 7; 
2; 7; 100; 20; 95; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 7; 110; 21; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 7; 120; 21; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 7; 130; 21; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 7; 140; 21; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 7; 150; 21; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 8; 30; 15; 54; 1; 11; 1; 88; 0; 0; 1; 43; 
2; 8; 40; 8; 29; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 8; 50; 21; 75; 1; 0; 1; 42; 1; 0; 1; 0; 
2; 8; 60; 21; 75; 1; 0; 1; 7; 1; 0; 1; 0; 
2; 8; 70; 21; 75; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 8; 80; 25; 89; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 8; 90; 28; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 8; 100; 28; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 8; 110; 28; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 8; 120; 28; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 8; 130; 28; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 8; 140; 28; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 8; 150; 28; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 9; 30; 4; 11; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 9; 40; 11; 31; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 9; 50; 13; 36; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 9; 60; 24; 67; 1; 0; 1; 0; 1; 1; 1; 64; 
2; 9; 70; 25; 69; 1; 0; 1; 1; 1; 1; 1; 16; 
2; 9; 80; 34; 94; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 9; 90; 36; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 9; 100; 34; 94; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 9; 110; 36; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 9; 120; 36; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 9; 130; 36; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 9; 140; 36; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 9; 150; 36; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 10; 30; 11; 24; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 10; 40; 16; 36; 0; 0; 0; 0; 1; 58; 1; 974; 
2; 10; 50; 23; 51; 1; 14; 1; 21; 1; 0; 1; 0; 
2; 10; 60; 24; 53; 1; 238; 0; 0; 1; 1; 1; 0; 
2; 10; 70; 39; 87; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 10; 80; 44; 98; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 10; 90; 40; 89; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 10; 100; 43; 96; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 10; 110; 44; 98; 1; 0; 1; 1; 1; 0; 1; 1; 
2; 10; 120; 45; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 10; 130; 45; 100; 1; 0; 1; 0; 1; 0; 1; 3; 
2; 10; 140; 45; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 10; 150; 45; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 11; 30; 18; 33; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 11; 40; 15; 27; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 11; 50; 22; 40; 1; 4; 0; 0; 1; 85; 0; 0; 
2; 11; 60; 38; 69; 1; 1; 1; 3; 1; 0; 1; 0; 
2; 11; 70; 43; 78; 1; 0; 1; 3; 1; 0; 1; 0; 
2; 11; 80; 40; 73; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 11; 90; 49; 89; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 11; 100; 55; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 11; 110; 55; 100; 1; 0; 1; 0; 1; 0; 1; 34; 
2; 11; 120; 55; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 11; 130; 55; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 11; 140; 55; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 11; 150; 55; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 12; 30; 10; 15; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 12; 40; 17; 26; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 12; 50; 26; 39; 1; 9; 0; 0; 1; 50; 1; 1; 
2; 12; 60; 41; 62; 1; 0; 0; 0; 1; 0; 1; 1; 
2; 12; 70; 47; 71; 1; 0; 1; 1; 1; 0; 1; 944; 
2; 12; 80; 40; 61; 1; 0; 1; 36; 1; 0; 1; 0; 
2; 12; 90; 60; 91; 1; 1; 1; 0; 1; 0; 1; 0; 
2; 12; 100; 66; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 12; 110; 65; 98; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 12; 120; 66; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 12; 130; 66; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 12; 140; 66; 100; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 12; 150; 66; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 13; 30; 13; 17; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 13; 40; 23; 29; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 13; 50; 53; 68; 1; 1; 1; 0; 1; 0; 1; 1; 
2; 13; 60; 52; 67; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 13; 70; 51; 65; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 13; 80; 62; 79; 1; 1; 0; 0; 1; 0; 1; 0; 
2; 13; 90; 74; 95; 1; 0; 1; 0; 1; 1; 1; 0; 
2; 13; 100; 78; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 13; 110; 78; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 13; 120; 78; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 13; 130; 78; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 13; 140; 78; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 13; 150; 78; 100; 1; 0; 1; 0; 1; 1; 1; 54; 
2; 14; 30; 17; 19; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 14; 40; 41; 45; 0; 0; 0; 0; 1; 1; 0; 0; 
2; 14; 50; 50; 55; 1; 4; 0; 0; 1; 1; 0; 0; 
2; 14; 60; 79; 87; 1; 1; 1; 11; 1; 0; 1; 1; 
2; 14; 70; 69; 76; 1; 0; 1; 0; 1; 0; 1; 0; 
2; 14; 80; 70; 77; 1; 0; 1; 6; 1; 1; 1; 6; 
2; 14; 90; 89; 98; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 14; 100; 87; 96; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 14; 110; 91; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 14; 120; 91; 100; 1; 0; 1; 0; 1; 1; 1; 0; 
2; 14; 130; 91; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 14; 140; 91; 100; 1; 0; 1; 1; 1; 0; 1; 0; 
2; 14; 150; 91; 100; 1; 0; 1; 0; 1; 0; 1; 1; 
2; 15; 30; 20; 19; 0; 0; 0; 0; 0; 0; 0; 0; 
2; 15; 40; 36; 34; 0; 0; 0; 0; 1; 3; 0; 0; 
2; 15; 50; 53; 50; 1; 38; 0; 0; 1; 0; 1; 0; 
