iter; numVertices; distance; numEdges; edgeProbability; TS_D_ok; TS_D_time; TS_R_ok; TS_R_time; 
1; 24; 34; 86; 31; 1; 94; 1; 25; 
1; 24; 35; 80; 29; 1; 471; 1; 44; 
1; 24; 36; 70; 25; 0; 0; 0; 0; 
1; 24; 37; 71; 26; 0; 0; 0; 0; 
1; 24; 38; 96; 35; 0; 0; 1; 1; 
1; 24; 39; 110; 40; 1; 17; 1; 3; 
1; 25; 30; 77; 26; 0; 0; 0; 0; 
1; 25; 31; 75; 25; 0; 0; 1; 13; 
1; 25; 32; 74; 25; 0; 0; 1; 98; 
1; 25; 33; 101; 34; 0; 0; 1; 14; 
1; 25; 34; 70; 23; 0; 0; 1; 38; 
1; 25; 35; 90; 30; 0; 0; 1; 30; 
1; 25; 36; 88; 29; 0; 0; 1; 23; 
1; 25; 37; 80; 27; 0; 0; 1; 92; 
1; 25; 38; 99; 33; 1; 360; 1; 54; 
1; 25; 39; 106; 35; 0; 0; 1; 10; 
1; 26; 30; 64; 20; 0; 0; 0; 0; 
1; 26; 31; 62; 19; 0; 0; 0; 0; 
1; 26; 32; 64; 20; 0; 0; 1; 92; 
1; 26; 33; 58; 18; 0; 0; 0; 0; 
1; 26; 34; 94; 29; 0; 0; 1; 18; 
1; 26; 35; 84; 26; 0; 0; 0; 0; 
1; 26; 36; 94; 29; 1; 88; 1; 23; 
1; 26; 37; 107; 33; 1; 195; 1; 21; 
1; 26; 38; 117; 36; 1; 189; 1; 8; 
1; 26; 39; 126; 39; 0; 0; 1; 21; 
1; 27; 30; 91; 26; 0; 0; 0; 0; 
1; 27; 31; 64; 18; 0; 0; 1; 204; 
1; 27; 32; 98; 28; 0; 0; 1; 32; 
1; 27; 33; 77; 22; 0; 0; 1; 266; 
1; 27; 34; 93; 26; 0; 0; 1; 49; 
1; 27; 35; 117; 33; 1; 332; 1; 2; 
1; 27; 36; 88; 25; 0; 0; 1; 46; 
1; 27; 37; 97; 28; 0; 0; 1; 734; 
1; 27; 38; 124; 35; 1; 49; 1; 22; 
1; 27; 39; 115; 33; 0; 0; 1; 2; 
1; 28; 30; 104; 28; 0; 0; 1; 121; 
1; 28; 31; 102; 27; 0; 0; 1; 18; 
1; 28; 32; 80; 21; 0; 0; 1; 613; 
1; 28; 33; 109; 29; 0; 0; 1; 6; 
1; 28; 34; 105; 28; 0; 0; 1; 27; 
1; 28; 35; 83; 22; 0; 0; 1; 209; 
1; 28; 36; 95; 25; 0; 0; 1; 243; 
1; 28; 37; 119; 31; 0; 0; 1; 582; 
1; 28; 38; 126; 33; 1; 467; 1; 36; 
1; 28; 39; 141; 37; 1; 36; 1; 7; 
1; 29; 30; 82; 20; 0; 0; 1; 308; 
1; 29; 31; 103; 25; 0; 0; 1; 9; 
1; 29; 32; 119; 29; 0; 0; 1; 90; 
1; 29; 33; 106; 26; 0; 0; 1; 90; 
1; 29; 34; 94; 23; 0; 0; 1; 309; 
1; 29; 35; 92; 23; 0; 0; 1; 517; 
1; 29; 36; 162; 40; 1; 199; 1; 6; 
1; 29; 37; 100; 25; 0; 0; 0; 0; 
1; 29; 38; 132; 33; 1; 419; 1; 59; 
1; 29; 39; 149; 37; 1; 128; 1; 7; 
2; 20; 30; 39; 21; 0; 0; 0; 0; 
2; 20; 31; 37; 19; 0; 0; 0; 0; 
2; 20; 32; 31; 16; 0; 0; 0; 0; 
2; 20; 33; 53; 28; 0; 0; 1; 505; 
2; 20; 34; 42; 22; 0; 0; 0; 0; 
2; 20; 35; 55; 29; 0; 0; 0; 0; 
2; 20; 36; 46; 24; 0; 0; 0; 0; 
2; 20; 37; 56; 29; 0; 0; 0; 0; 
2; 20; 38; 61; 32; 0; 0; 1; 8; 
2; 20; 39; 55; 29; 0; 0; 1; 45; 
2; 21; 30; 52; 25; 0; 0; 1; 16; 
2; 21; 31; 50; 24; 0; 0; 1; 366; 
2; 21; 32; 42; 20; 0; 0; 0; 0; 
2; 21; 33; 62; 30; 0; 0; 1; 51; 
2; 21; 34; 77; 37; 1; 119; 1; 131; 
2; 21; 35; 50; 24; 0; 0; 1; 28; 
2; 21; 36; 60; 29; 0; 0; 0; 0; 
2; 21; 37; 75; 36; 1; 83; 1; 3; 
2; 21; 38; 77; 37; 1; 157; 1; 62; 
2; 21; 39; 88; 42; 1; 96; 1; 2; 
2; 22; 30; 46; 20; 0; 0; 0; 0; 
2; 22; 31; 45; 19; 0; 0; 0; 0; 
2; 22; 32; 59; 26; 0; 0; 0; 0; 
2; 22; 33; 78; 34; 0; 0; 1; 1; 
2; 22; 34; 114; 49; 1; 10; 1; 0; 
2; 22; 35; 74; 32; 0; 0; 1; 321; 
2; 22; 36; 87; 38; 1; 389; 1; 6; 
2; 22; 37; 65; 28; 1; 306; 1; 162; 
2; 22; 38; 68; 29; 0; 0; 1; 30; 
2; 22; 39; 91; 39; 0; 0; 1; 12; 
2; 23; 30; 47; 19; 0; 0; 0; 0; 
2; 23; 31; 62; 25; 0; 0; 1; 228; 
2; 23; 32; 52; 21; 0; 0; 0; 0; 
2; 23; 33; 84; 33; 1; 275; 1; 51; 
2; 23; 34; 98; 39; 1; 28; 1; 3; 
2; 23; 35; 74; 29; 0; 0; 1; 139; 
2; 23; 36; 57; 23; 0; 0; 0; 0; 
2; 23; 37; 82; 32; 0; 0; 1; 500; 
2; 23; 38; 90; 36; 1; 24; 1; 77; 
2; 23; 39; 90; 36; 1; 604; 1; 15; 
2; 24; 30; 56; 20; 0; 0; 0; 0; 
2; 24; 31; 64; 23; 0; 0; 1; 63; 
2; 24; 32; 79; 29; 0; 0; 1; 41; 
2; 24; 33; 81; 29; 1; 95; 1; 125; 
2; 24; 34; 61; 22; 0; 0; 0; 0; 
2; 24; 35; 99; 36; 0; 0; 1; 3; 
2; 24; 36; 98; 36; 1; 338; 1; 9; 
2; 24; 37; 104; 38; 1; 321; 1; 17; 
2; 24; 38; 80; 29; 1; 44; 0; 0; 
2; 24; 39; 83; 30; 0; 0; 0; 0; 
2; 25; 30; 70; 23; 0; 0; 1; 60; 
2; 25; 31; 60; 20; 0; 0; 1; 580; 
2; 25; 32; 64; 21; 0; 0; 0; 0; 
2; 25; 33; 66; 22; 0; 0; 0; 0; 
2; 25; 34; 67; 22; 0; 0; 0; 0; 
2; 25; 35; 80; 27; 0; 0; 1; 220; 
2; 25; 36; 94; 31; 1; 488; 1; 6; 
2; 25; 37; 87; 29; 0; 0; 0; 0; 
2; 25; 38; 105; 35; 1; 511; 1; 50; 
2; 25; 39; 87; 29; 1; 141; 1; 322; 
2; 26; 30; 72; 22; 0; 0; 1; 467; 
2; 26; 31; 72; 22; 0; 0; 0; 0; 
2; 26; 32; 68; 21; 0; 0; 0; 0; 
2; 26; 33; 64; 20; 0; 0; 0; 0; 
2; 26; 34; 114; 35; 0; 0; 1; 7; 
2; 26; 35; 73; 22; 0; 0; 1; 613; 
2; 26; 36; 135; 42; 1; 82; 1; 5; 
2; 26; 37; 72; 22; 0; 0; 0; 0; 
2; 26; 38; 92; 28; 0; 0; 1; 42; 
2; 26; 39; 91; 28; 0; 0; 1; 103; 
2; 27; 30; 88; 25; 0; 0; 1; 29; 
2; 27; 31; 86; 25; 0; 0; 1; 89; 
2; 27; 32; 81; 23; 0; 0; 0; 0; 
2; 27; 33; 87; 25; 0; 0; 1; 22; 
2; 27; 34; 101; 29; 0; 0; 1; 96; 
2; 27; 35; 89; 25; 0; 0; 0; 0; 
2; 27; 36; 111; 32; 0; 0; 1; 6; 
2; 27; 37; 88; 25; 0; 0; 1; 29; 
2; 27; 38; 102; 29; 1; 87; 1; 15; 
2; 27; 39; 133; 38; 1; 173; 1; 29; 
2; 28; 30; 79; 21; 0; 0; 1; 94; 
2; 28; 31; 69; 18; 0; 0; 0; 0; 
2; 28; 32; 84; 22; 0; 0; 1; 176; 
2; 28; 33; 109; 29; 0; 0; 1; 20; 
2; 28; 34; 114; 30; 0; 0; 1; 20; 
2; 28; 35; 112; 30; 0; 0; 1; 18; 
2; 28; 36; 101; 27; 0; 0; 0; 0; 
2; 28; 37; 111; 29; 1; 75; 1; 88; 
2; 28; 38; 139; 37; 1; 311; 1; 4; 
2; 28; 39; 118; 31; 1; 107; 1; 12; 
2; 29; 30; 85; 21; 0; 0; 1; 56; 
2; 29; 31; 99; 24; 0; 0; 1; 102; 
2; 29; 32; 109; 27; 0; 0; 1; 17; 
2; 29; 33; 132; 33; 0; 0; 1; 20; 
2; 29; 34; 105; 26; 0; 0; 1; 214; 
2; 29; 35; 116; 29; 0; 0; 1; 142; 
2; 29; 36; 103; 25; 0; 0; 1; 124; 
2; 29; 37; 91; 22; 0; 0; 0; 0; 
2; 29; 38; 168; 41; 1; 5; 1; 2; 
2; 29; 39; 135; 33; 1; 180; 1; 35; 
3; 20; 30; 37; 19; 0; 0; 0; 0; 
3; 20; 31; 39; 21; 0; 0; 0; 0; 
3; 20; 32; 49; 26; 0; 0; 1; 483; 
3; 20; 33; 51; 27; 0; 0; 1; 64; 
3; 20; 34; 46; 24; 0; 0; 0; 0; 
3; 20; 35; 47; 25; 0; 0; 1; 18; 
3; 20; 36; 54; 28; 0; 0; 1; 20; 
3; 20; 37; 63; 33; 1; 248; 0; 0; 
3; 20; 38; 67; 35; 1; 274; 1; 33; 
3; 20; 39; 57; 30; 0; 0; 0; 0; 
3; 21; 30; 35; 17; 0; 0; 0; 0; 
3; 21; 31; 43; 20; 0; 0; 0; 0; 
3; 21; 32; 50; 24; 0; 0; 0; 0; 
3; 21; 33; 44; 21; 0; 0; 0; 0; 
3; 21; 34; 55; 26; 0; 0; 1; 213; 
3; 21; 35; 61; 29; 1; 220; 1; 537; 
3; 21; 36; 58; 28; 0; 0; 1; 29; 
3; 21; 37; 73; 35; 0; 0; 1; 14; 
3; 21; 38; 71; 34; 0; 0; 1; 1; 
3; 21; 39; 72; 34; 0; 0; 1; 12; 
3; 22; 30; 72; 31; 0; 0; 1; 51; 
3; 22; 31; 76; 33; 0; 0; 1; 2; 
3; 22; 32; 89; 39; 0; 0; 1; 16; 
3; 22; 33; 55; 24; 0; 0; 0; 0; 
3; 22; 34; 58; 25; 0; 0; 1; 22; 
3; 22; 35; 60; 26; 0; 0; 0; 0; 
3; 22; 36; 77; 33; 1; 193; 1; 7; 
3; 22; 37; 68; 29; 0; 0; 1; 18; 
3; 22; 38; 76; 33; 1; 99; 1; 25; 
3; 22; 39; 75; 32; 1; 401; 1; 77; 
3; 23; 30; 64; 25; 0; 0; 1; 308; 
3; 23; 31; 49; 19; 0; 0; 0; 0; 
3; 23; 32; 64; 25; 0; 0; 0; 0; 
3; 23; 33; 71; 28; 0; 0; 1; 62; 
3; 23; 34; 68; 27; 0; 0; 0; 0; 
3; 23; 35; 61; 24; 0; 0; 0; 0; 
3; 23; 36; 66; 26; 0; 0; 1; 90; 
3; 23; 37; 116; 46; 1; 127; 1; 1; 
3; 23; 38; 92; 36; 1; 58; 1; 20; 
3; 23; 39; 87; 34; 1; 5; 1; 14; 
3; 24; 30; 65; 24; 0; 0; 1; 75; 
3; 24; 31; 58; 21; 0; 0; 1; 407; 
3; 24; 32; 66; 24; 0; 0; 0; 0; 
3; 24; 33; 63; 23; 0; 0; 0; 0; 
3; 24; 34; 110; 40; 0; 0; 1; 5; 
3; 24; 35; 97; 35; 0; 0; 1; 45; 
3; 24; 36; 62; 22; 0; 0; 0; 0; 
3; 24; 37; 82; 30; 0; 0; 1; 127; 
3; 24; 38; 94; 34; 1; 145; 1; 7; 
3; 24; 39; 82; 30; 0; 0; 1; 43; 
3; 25; 30; 78; 26; 0; 0; 1; 217; 
3; 25; 31; 80; 27; 0; 0; 1; 651; 
3; 25; 32; 80; 27; 0; 0; 0; 0; 
3; 25; 33; 64; 21; 0; 0; 0; 0; 
3; 25; 34; 82; 27; 1; 6; 1; 25; 
3; 25; 35; 76; 25; 1; 103; 1; 335; 
3; 25; 36; 76; 25; 0; 0; 0; 0; 
3; 25; 37; 82; 27; 0; 0; 1; 180; 
3; 25; 38; 93; 31; 1; 98; 1; 54; 
3; 25; 39; 129; 43; 1; 646; 1; 3; 
3; 26; 30; 57; 18; 0; 0; 0; 0; 
3; 26; 31; 70; 22; 0; 0; 1; 443; 
3; 26; 32; 72; 22; 0; 0; 0; 0; 
3; 26; 33; 98; 30; 0; 0; 1; 34; 
3; 26; 34; 92; 28; 1; 87; 1; 181; 
3; 26; 35; 88; 27; 1; 582; 1; 152; 
3; 26; 36; 111; 34; 1; 61; 1; 23; 
3; 26; 37; 96; 30; 0; 0; 1; 13; 
3; 26; 38; 90; 28; 1; 51; 1; 497; 
3; 26; 39; 126; 39; 0; 0; 1; 22; 
3; 27; 30; 76; 22; 0; 0; 0; 0; 
3; 27; 31; 75; 21; 0; 0; 0; 0; 
3; 27; 32; 94; 27; 0; 0; 1; 85; 
3; 27; 33; 100; 28; 0; 0; 1; 96; 
3; 27; 34; 94; 27; 0; 0; 1; 126; 
3; 27; 35; 91; 26; 0; 0; 1; 40; 
3; 27; 36; 109; 31; 0; 0; 1; 36; 
3; 27; 37; 132; 38; 0; 0; 1; 13; 
3; 27; 38; 128; 36; 0; 0; 1; 75; 
3; 27; 39; 118; 34; 1; 53; 1; 32; 
3; 28; 30; 65; 17; 0; 0; 0; 0; 
3; 28; 31; 93; 25; 0; 0; 1; 32; 
3; 28; 32; 86; 23; 0; 0; 0; 0; 
3; 28; 33; 101; 27; 0; 0; 1; 278; 
3; 28; 34; 101; 27; 0; 0; 1; 24; 
3; 28; 35; 115; 30; 0; 0; 1; 5; 
3; 28; 36; 125; 33; 0; 0; 1; 29; 
3; 28; 37; 102; 27; 0; 0; 0; 0; 
3; 28; 38; 122; 32; 1; 95; 1; 8; 
3; 28; 39; 118; 31; 0; 0; 1; 6; 
3; 29; 30; 85; 21; 0; 0; 0; 0; 
3; 29; 31; 88; 22; 0; 0; 0; 0; 
3; 29; 32; 87; 21; 0; 0; 0; 0; 
3; 29; 33; 105; 26; 0; 0; 1; 342; 
3; 29; 34; 91; 22; 0; 0; 1; 106; 
3; 29; 35; 114; 28; 0; 0; 1; 24; 
3; 29; 36; 102; 25; 1; 132; 0; 0; 
3; 29; 37; 141; 35; 1; 534; 1; 35; 
3; 29; 38; 141; 35; 1; 348; 1; 13; 
3; 29; 39; 115; 28; 1; 420; 1; 232; 
4; 20; 30; 54; 28; 0; 0; 1; 16; 
4; 20; 31; 48; 25; 0; 0; 0; 0; 
4; 20; 32; 44; 23; 0; 0; 0; 0; 
4; 20; 33; 51; 27; 0; 0; 1; 96; 
4; 20; 34; 38; 20; 0; 0; 0; 0; 
4; 20; 35; 41; 22; 0; 0; 0; 0; 
4; 20; 36; 43; 23; 0; 0; 0; 0; 
4; 20; 37; 68; 36; 1; 6; 1; 15; 
4; 20; 38; 45; 24; 0; 0; 0; 0; 
4; 20; 39; 59; 31; 0; 0; 1; 116; 
4; 21; 30; 38; 18; 0; 0; 0; 0; 
4; 21; 31; 55; 26; 0; 0; 1; 136; 
4; 21; 32; 44; 21; 0; 0; 0; 0; 
4; 21; 33; 55; 26; 0; 0; 1; 24; 
4; 21; 34; 48; 23; 0; 0; 0; 0; 
4; 21; 35; 73; 35; 0; 0; 1; 31; 
4; 21; 36; 50; 24; 0; 0; 0; 0; 
4; 21; 37; 63; 30; 1; 94; 1; 24; 
4; 21; 38; 67; 32; 0; 0; 1; 110; 
4; 21; 39; 63; 30; 0; 0; 0; 0; 
4; 22; 30; 37; 16; 0; 0; 0; 0; 
4; 22; 31; 63; 27; 0; 0; 1; 172; 
4; 22; 32; 52; 23; 0; 0; 0; 0; 
4; 22; 33; 58; 25; 0; 0; 1; 228; 
4; 22; 34; 66; 29; 0; 0; 0; 0; 
4; 22; 35; 73; 32; 0; 0; 1; 11; 
4; 22; 36; 64; 28; 0; 0; 0; 0; 
4; 22; 37; 86; 37; 0; 0; 1; 189; 
4; 22; 38; 68; 29; 0; 0; 1; 40; 
4; 22; 39; 62; 27; 0; 0; 1; 198; 
4; 23; 30; 59; 23; 0; 0; 0; 0; 
4; 23; 31; 41; 16; 0; 0; 0; 0; 
4; 23; 32; 54; 21; 0; 0; 0; 0; 
4; 23; 33; 66; 26; 0; 0; 0; 0; 
4; 23; 34; 61; 24; 1; 326; 1; 299; 
4; 23; 35; 75; 30; 0; 0; 1; 64; 
4; 23; 36; 69; 27; 0; 0; 0; 0; 
4; 23; 37; 82; 32; 1; 48; 1; 10; 
4; 23; 38; 76; 30; 0; 0; 1; 33; 
4; 23; 39; 96; 38; 0; 0; 1; 1; 
4; 24; 30; 64; 23; 0; 0; 1; 38; 
4; 24; 31; 75; 27; 0; 0; 0; 0; 
4; 24; 32; 77; 28; 0; 0; 0; 0; 
4; 24; 33; 54; 20; 0; 0; 0; 0; 
4; 24; 34; 70; 25; 0; 0; 1; 63; 
4; 24; 35; 93; 34; 1; 153; 1; 60; 
4; 24; 36; 79; 29; 0; 0; 1; 67; 
4; 24; 37; 80; 29; 0; 0; 1; 56; 
4; 24; 38; 92; 33; 1; 170; 1; 35; 
4; 24; 39; 110; 40; 0; 0; 1; 49; 
4; 25; 30; 62; 21; 0; 0; 0; 0; 
4; 25; 31; 58; 19; 0; 0; 0; 0; 
4; 25; 32; 84; 28; 0; 0; 1; 363; 
4; 25; 33; 66; 22; 0; 0; 0; 0; 
4; 25; 34; 78; 26; 0; 0; 1; 34; 
4; 25; 35; 67; 22; 0; 0; 0; 0; 
4; 25; 36; 87; 29; 0; 0; 0; 0; 
4; 25; 37; 101; 34; 0; 0; 1; 31; 
4; 25; 38; 99; 33; 0; 0; 1; 29; 
4; 25; 39; 109; 36; 0; 0; 1; 19; 
4; 26; 30; 71; 22; 0; 0; 0; 0; 
4; 26; 31; 82; 25; 0; 0; 1; 246; 
4; 26; 32; 111; 34; 0; 0; 1; 55; 
4; 26; 33; 80; 25; 0; 0; 1; 74; 
4; 26; 34; 72; 22; 0; 0; 0; 0; 
4; 26; 35; 84; 26; 0; 0; 0; 0; 
4; 26; 36; 103; 32; 0; 0; 1; 501; 
4; 26; 37; 140; 43; 1; 311; 1; 9; 
4; 26; 38; 132; 41; 0; 0; 1; 21; 
4; 26; 39; 117; 36; 1; 158; 1; 20; 
4; 27; 30; 90; 26; 0; 0; 1; 186; 
4; 27; 31; 82; 23; 0; 0; 0; 0; 
4; 27; 32; 97; 28; 0; 0; 1; 23; 
4; 27; 33; 76; 22; 1; 651; 0; 0; 
4; 27; 34; 87; 25; 0; 0; 0; 0; 
4; 27; 35; 102; 29; 1; 130; 1; 6; 
4; 27; 36; 133; 38; 1; 784; 1; 11; 
4; 27; 37; 122; 35; 1; 77; 1; 67; 
4; 27; 38; 84; 24; 1; 391; 1; 282; 
4; 27; 39; 125; 36; 0; 0; 1; 64; 
4; 28; 30; 89; 24; 0; 0; 0; 0; 
4; 28; 31; 68; 18; 0; 0; 0; 0; 
4; 28; 32; 79; 21; 0; 0; 0; 0; 
4; 28; 33; 77; 20; 0; 0; 0; 0; 
4; 28; 34; 104; 28; 0; 0; 1; 45; 
4; 28; 35; 103; 27; 0; 0; 1; 66; 
4; 28; 36; 125; 33; 0; 0; 1; 22; 
4; 28; 37; 119; 31; 1; 835; 1; 53; 
4; 28; 38; 146; 39; 0; 0; 1; 2; 
4; 28; 39; 117; 31; 0; 0; 1; 19; 
4; 29; 30; 101; 25; 0; 0; 0; 0; 
4; 29; 31; 80; 20; 0; 0; 0; 0; 
4; 29; 32; 63; 16; 0; 0; 0; 0; 
4; 29; 33; 103; 25; 0; 0; 1; 929; 
4; 29; 34; 103; 25; 0; 0; 1; 91; 
4; 29; 35; 121; 30; 0; 0; 1; 35; 
