iter; numVertices; distance; numEdges; edgeProbability; TS_D_ok; TS_D_time; TS_R_ok; TS_R_time; 
0; 22; 38; 97; 42; 1; 5; 1; 13; 
0; 22; 40; 70; 30; 0; 0; 1; 284; 
0; 22; 42; 75; 32; 1; 240; 1; 235; 
0; 22; 44; 95; 41; 1; 211; 1; 0; 
0; 22; 46; 92; 40; 1; 35; 1; 16; 
0; 22; 48; 121; 52; 1; 12; 1; 0; 
0; 22; 50; 89; 39; 1; 15; 1; 15; 
0; 24; 20; 25; 9; 0; 0; 0; 0; 
0; 24; 22; 33; 12; 0; 0; 0; 0; 
0; 24; 24; 37; 13; 0; 0; 0; 0; 
0; 24; 26; 44; 16; 0; 0; 0; 0; 
0; 24; 28; 39; 14; 0; 0; 0; 0; 
0; 24; 30; 50; 18; 0; 0; 0; 0; 
0; 24; 32; 65; 24; 0; 0; 1; 34; 
0; 24; 34; 83; 30; 1; 412; 0; 0; 
0; 24; 36; 73; 26; 0; 0; 1; 22; 
0; 24; 38; 81; 29; 0; 0; 1; 136; 
0; 24; 40; 78; 28; 0; 0; 1; 23; 
0; 24; 42; 115; 42; 1; 214; 1; 4; 
0; 24; 44; 112; 41; 1; 50; 1; 6; 
0; 24; 46; 119; 43; 1; 92; 1; 7; 
0; 24; 48; 126; 46; 1; 65; 1; 1; 
0; 24; 50; 139; 50; 1; 6; 1; 8; 
0; 26; 20; 32; 10; 0; 0; 0; 0; 
0; 26; 22; 42; 13; 0; 0; 0; 0; 
0; 26; 24; 39; 12; 0; 0; 0; 0; 
0; 26; 26; 48; 15; 0; 0; 0; 0; 
0; 26; 28; 57; 18; 0; 0; 0; 0; 
0; 26; 30; 71; 22; 1; 809; 0; 0; 
0; 26; 32; 73; 22; 0; 0; 0; 0; 
0; 26; 34; 83; 26; 0; 0; 0; 0; 
0; 26; 36; 75; 23; 0; 0; 1; 123; 
0; 26; 38; 128; 39; 1; 27; 1; 12; 
0; 26; 40; 87; 27; 1; 242; 0; 0; 
0; 26; 42; 132; 41; 1; 158; 1; 2; 
0; 26; 44; 126; 39; 1; 45; 1; 3; 
0; 26; 46; 135; 42; 1; 216; 1; 5; 
0; 26; 48; 138; 42; 1; 1; 1; 16; 
0; 26; 50; 146; 45; 1; 191; 1; 0; 
0; 28; 20; 31; 8; 0; 0; 0; 0; 
0; 28; 22; 43; 11; 0; 0; 0; 0; 
0; 28; 24; 61; 16; 0; 0; 0; 0; 
0; 28; 26; 60; 16; 0; 0; 0; 0; 
0; 28; 28; 52; 14; 0; 0; 0; 0; 
0; 28; 30; 77; 20; 0; 0; 0; 0; 
0; 28; 32; 73; 19; 0; 0; 0; 0; 
0; 28; 34; 99; 26; 0; 0; 1; 298; 
0; 28; 36; 140; 37; 1; 52; 1; 20; 
0; 28; 38; 116; 31; 1; 753; 1; 25; 
0; 28; 40; 168; 44; 0; 0; 1; 1; 
0; 28; 42; 133; 35; 1; 73; 1; 9; 
0; 28; 44; 166; 44; 1; 364; 1; 1; 
0; 28; 46; 156; 41; 1; 460; 1; 9; 
0; 28; 48; 164; 43; 1; 6; 1; 4; 
0; 28; 50; 202; 53; 1; 9; 1; 1; 
0; 30; 20; 40; 9; 0; 0; 0; 0; 
0; 30; 22; 55; 13; 0; 0; 0; 0; 
0; 30; 24; 54; 12; 0; 0; 0; 0; 
0; 30; 26; 75; 17; 0; 0; 0; 0; 
0; 30; 28; 96; 22; 0; 0; 0; 0; 
0; 30; 30; 83; 19; 0; 0; 0; 0; 
0; 30; 32; 92; 21; 0; 0; 0; 0; 
0; 30; 34; 112; 26; 0; 0; 1; 37; 
0; 30; 36; 124; 29; 1; 259; 1; 9; 
0; 30; 38; 146; 34; 1; 75; 1; 31; 
0; 30; 40; 173; 40; 1; 72; 1; 5; 
0; 30; 42; 199; 46; 1; 65; 1; 4; 
0; 30; 44; 139; 32; 1; 679; 1; 20; 
0; 30; 46; 170; 39; 1; 189; 1; 3; 
0; 30; 48; 190; 44; 1; 21; 1; 8; 
0; 30; 50; 223; 51; 1; 73; 1; 1; 
0; 32; 20; 62; 13; 0; 0; 0; 0; 
0; 32; 22; 65; 13; 0; 0; 0; 0; 
0; 32; 24; 63; 13; 0; 0; 0; 0; 
0; 32; 26; 73; 15; 0; 0; 0; 0; 
0; 32; 28; 96; 19; 0; 0; 0; 0; 
0; 32; 30; 112; 23; 0; 0; 0; 0; 
0; 32; 32; 127; 26; 0; 0; 1; 685; 
0; 32; 34; 120; 24; 1; 637; 1; 182; 
0; 32; 36; 146; 29; 1; 505; 1; 59; 
0; 32; 38; 182; 37; 1; 409; 1; 11; 
0; 32; 40; 174; 35; 1; 264; 1; 5; 
0; 32; 42; 175; 35; 1; 875; 1; 7; 
0; 32; 44; 167; 34; 1; 768; 1; 18; 
0; 32; 46; 186; 38; 1; 123; 1; 4; 
0; 32; 48; 210; 42; 1; 59; 1; 9; 
0; 32; 50; 208; 42; 1; 5; 1; 15; 
0; 34; 20; 64; 11; 0; 0; 0; 0; 
0; 34; 22; 66; 12; 0; 0; 0; 0; 
0; 34; 24; 84; 15; 0; 0; 0; 0; 
0; 34; 26; 96; 17; 0; 0; 0; 0; 
0; 34; 28; 108; 19; 0; 0; 0; 0; 
0; 34; 30; 102; 18; 0; 0; 0; 0; 
0; 34; 32; 109; 19; 0; 0; 1; 594; 
0; 34; 34; 193; 34; 0; 0; 1; 14; 
0; 34; 36; 150; 27; 0; 0; 1; 42; 
0; 34; 38; 206; 37; 0; 0; 1; 20; 
0; 34; 40; 210; 37; 1; 26; 1; 5; 
0; 34; 42; 216; 39; 1; 723; 1; 11; 
0; 34; 44; 210; 37; 1; 126; 1; 6; 
0; 34; 46; 233; 42; 1; 145; 1; 14; 
0; 34; 48; 269; 48; 1; 115; 1; 1; 
0; 34; 50; 326; 58; 1; 11; 1; 1; 
0; 36; 20; 59; 9; 0; 0; 0; 0; 
0; 36; 22; 98; 16; 0; 0; 0; 0; 
0; 36; 24; 100; 16; 0; 0; 0; 0; 
0; 36; 26; 110; 17; 0; 0; 1; 635; 
0; 36; 28; 119; 19; 0; 0; 0; 0; 
0; 36; 30; 147; 23; 0; 0; 1; 323; 
0; 36; 32; 136; 22; 0; 0; 1; 107; 
0; 36; 34; 169; 27; 1; 661; 1; 128; 
0; 36; 36; 193; 31; 0; 0; 1; 58; 
0; 36; 38; 177; 28; 0; 0; 1; 309; 
0; 36; 40; 245; 39; 0; 0; 1; 6; 
0; 36; 42; 231; 37; 1; 93; 1; 7; 
0; 36; 44; 265; 42; 1; 31; 1; 6; 
0; 36; 46; 271; 43; 1; 595; 1; 4; 
0; 36; 48; 326; 52; 1; 266; 1; 3; 
0; 36; 50; 345; 55; 1; 5; 1; 3; 
0; 38; 20; 79; 11; 0; 0; 0; 0; 
0; 38; 22; 74; 11; 0; 0; 0; 0; 
0; 38; 24; 118; 17; 0; 0; 0; 0; 
0; 38; 26; 112; 16; 0; 0; 0; 0; 
0; 38; 28; 127; 18; 0; 0; 1; 375; 
0; 38; 30; 123; 17; 0; 0; 0; 0; 
0; 38; 32; 145; 21; 0; 0; 0; 0; 
0; 38; 34; 223; 32; 0; 0; 1; 84; 
0; 38; 36; 219; 31; 1; 470; 1; 63; 
0; 38; 38; 244; 35; 1; 298; 1; 9; 
0; 38; 40; 219; 31; 1; 393; 1; 44; 
0; 38; 42; 279; 40; 1; 132; 1; 7; 
0; 38; 44; 298; 42; 1; 89; 1; 6; 
0; 38; 46; 352; 50; 1; 33; 1; 6; 
0; 38; 48; 412; 59; 1; 2; 1; 2; 
0; 38; 50; 363; 52; 1; 43; 1; 11; 
0; 40; 20; 90; 12; 0; 0; 0; 0; 
0; 40; 22; 102; 13; 0; 0; 0; 0; 
0; 40; 24; 133; 17; 0; 0; 0; 0; 
0; 40; 26; 127; 16; 0; 0; 0; 0; 
0; 40; 28; 126; 16; 0; 0; 0; 0; 
0; 40; 30; 153; 20; 0; 0; 1; 355; 
0; 40; 32; 180; 23; 1; 576; 0; 0; 
0; 40; 34; 225; 29; 0; 0; 1; 101; 
0; 40; 36; 246; 32; 0; 0; 1; 56; 
0; 40; 38; 252; 32; 0; 0; 1; 18; 
0; 40; 40; 269; 34; 1; 59; 1; 51; 
0; 40; 42; 253; 32; 0; 0; 1; 63; 
0; 40; 44; 288; 37; 1; 60; 1; 5; 
0; 40; 46; 346; 44; 1; 49; 1; 2; 
0; 40; 48; 348; 45; 1; 69; 1; 9; 
0; 40; 50; 433; 56; 1; 14; 1; 5; 
1; 10; 20; 5; 11; 0; 0; 0; 0; 
1; 10; 22; 6; 13; 0; 0; 0; 0; 
1; 10; 24; 5; 11; 0; 0; 0; 0; 
1; 10; 26; 6; 13; 0; 0; 0; 0; 
1; 10; 28; 10; 22; 0; 0; 0; 0; 
1; 10; 30; 10; 22; 0; 0; 0; 0; 
1; 10; 32; 12; 27; 0; 0; 0; 0; 
1; 10; 34; 12; 27; 0; 0; 0; 0; 
1; 10; 36; 11; 24; 0; 0; 0; 0; 
1; 10; 38; 16; 36; 0; 0; 0; 0; 
1; 10; 40; 13; 29; 0; 0; 0; 0; 
1; 10; 42; 12; 27; 0; 0; 0; 0; 
1; 10; 44; 16; 36; 0; 0; 1; 0; 
1; 10; 46; 19; 42; 0; 0; 1; 2; 
1; 10; 48; 14; 31; 0; 0; 0; 0; 
1; 10; 50; 35; 78; 1; 0; 1; 0; 
1; 12; 20; 5; 8; 0; 0; 0; 0; 
1; 12; 22; 8; 12; 0; 0; 0; 0; 
1; 12; 24; 5; 8; 0; 0; 0; 0; 
1; 12; 26; 14; 21; 0; 0; 0; 0; 
1; 12; 28; 10; 15; 0; 0; 0; 0; 
1; 12; 30; 17; 26; 0; 0; 0; 0; 
1; 12; 32; 15; 23; 0; 0; 0; 0; 
1; 12; 34; 11; 17; 0; 0; 0; 0; 
1; 12; 36; 22; 33; 1; 20; 0; 0; 
1; 12; 38; 28; 42; 0; 0; 1; 1; 
1; 12; 40; 29; 44; 1; 4; 1; 13; 
1; 12; 42; 19; 29; 0; 0; 1; 83; 
1; 12; 44; 33; 50; 1; 0; 1; 9; 
1; 12; 46; 29; 44; 0; 0; 1; 1; 
1; 12; 48; 26; 39; 1; 228; 1; 184; 
1; 12; 50; 35; 53; 1; 8; 1; 7; 
1; 14; 20; 6; 7; 0; 0; 0; 0; 
1; 14; 22; 6; 7; 0; 0; 0; 0; 
1; 14; 24; 12; 13; 0; 0; 0; 0; 
1; 14; 26; 13; 14; 0; 0; 0; 0; 
1; 14; 28; 17; 19; 0; 0; 0; 0; 
1; 14; 30; 17; 19; 0; 0; 0; 0; 
1; 14; 32; 18; 20; 0; 0; 0; 0; 
1; 14; 34; 25; 27; 0; 0; 1; 184; 
1; 14; 36; 32; 35; 0; 0; 1; 111; 
1; 14; 38; 28; 31; 0; 0; 1; 9; 
1; 14; 40; 34; 37; 1; 6; 1; 11; 
1; 14; 42; 38; 42; 1; 7; 1; 30; 
1; 14; 44; 34; 37; 0; 0; 1; 20; 
1; 14; 46; 35; 38; 0; 0; 1; 208; 
1; 14; 48; 28; 31; 1; 38; 0; 0; 
1; 14; 50; 48; 53; 1; 0; 1; 1; 
1; 16; 20; 12; 10; 0; 0; 0; 0; 
1; 16; 22; 11; 9; 0; 0; 0; 0; 
1; 16; 24; 17; 14; 0; 0; 0; 0; 
1; 16; 26; 17; 14; 0; 0; 0; 0; 
1; 16; 28; 44; 37; 1; 374; 0; 0; 
1; 16; 30; 31; 26; 0; 0; 0; 0; 
1; 16; 32; 31; 26; 0; 0; 0; 0; 
1; 16; 34; 49; 41; 0; 0; 1; 15; 
1; 16; 36; 48; 40; 0; 0; 1; 0; 
1; 16; 38; 41; 34; 1; 18; 1; 26; 
1; 16; 40; 36; 30; 0; 0; 0; 0; 
1; 16; 42; 42; 35; 1; 25; 1; 3; 
1; 16; 44; 41; 34; 0; 0; 1; 6; 
1; 16; 46; 39; 33; 0; 0; 1; 130; 
1; 16; 48; 47; 39; 0; 0; 1; 6; 
1; 16; 50; 65; 54; 1; 6; 1; 2; 
1; 18; 20; 22; 14; 0; 0; 0; 0; 
1; 18; 22; 12; 8; 0; 0; 0; 0; 
1; 18; 24; 21; 14; 0; 0; 0; 0; 
1; 18; 26; 24; 16; 0; 0; 0; 0; 
1; 18; 28; 38; 25; 0; 0; 0; 0; 
1; 18; 30; 33; 22; 0; 0; 0; 0; 
1; 18; 32; 44; 29; 0; 0; 0; 0; 
1; 18; 34; 53; 35; 0; 0; 1; 3; 
1; 18; 36; 40; 26; 0; 0; 0; 0; 
1; 18; 38; 41; 27; 0; 0; 0; 0; 
1; 18; 40; 43; 28; 0; 0; 1; 341; 
1; 18; 42; 60; 39; 0; 0; 1; 0; 
1; 18; 44; 62; 41; 1; 0; 1; 3; 
1; 18; 46; 59; 39; 1; 20; 1; 41; 
1; 18; 48; 85; 56; 1; 26; 1; 0; 
1; 18; 50; 78; 51; 1; 105; 1; 1; 
1; 20; 20; 22; 12; 0; 0; 0; 0; 
1; 20; 22; 22; 12; 0; 0; 0; 0; 
1; 20; 24; 29; 15; 0; 0; 0; 0; 
1; 20; 26; 25; 13; 0; 0; 0; 0; 
1; 20; 28; 48; 25; 0; 0; 0; 0; 
1; 20; 30; 37; 19; 0; 0; 0; 0; 
1; 20; 32; 46; 24; 0; 0; 0; 0; 
1; 20; 34; 49; 26; 0; 0; 0; 0; 
1; 20; 36; 56; 29; 0; 0; 1; 20; 
1; 20; 38; 48; 25; 0; 0; 1; 217; 
1; 20; 40; 57; 30; 1; 131; 1; 8; 
1; 20; 42; 56; 29; 1; 377; 0; 0; 
1; 20; 44; 66; 35; 1; 16; 1; 34; 
1; 20; 46; 73; 38; 1; 327; 1; 10; 
1; 20; 48; 70; 37; 1; 17; 1; 53; 
1; 20; 50; 101; 53; 1; 1; 1; 0; 
1; 22; 20; 28; 12; 0; 0; 0; 0; 
1; 22; 22; 33; 14; 0; 0; 0; 0; 
1; 22; 24; 35; 15; 0; 0; 1; 320; 
1; 22; 26; 38; 16; 0; 0; 0; 0; 
1; 22; 28; 62; 27; 0; 0; 1; 106; 
1; 22; 30; 36; 16; 0; 0; 0; 0; 
1; 22; 32; 41; 18; 0; 0; 0; 0; 
1; 22; 34; 60; 26; 0; 0; 0; 0; 
1; 22; 36; 63; 27; 0; 0; 0; 0; 
1; 22; 38; 76; 33; 1; 190; 1; 1; 
1; 22; 40; 81; 35; 1; 66; 1; 12; 
1; 22; 42; 89; 39; 0; 0; 1; 19; 
1; 22; 44; 77; 33; 0; 0; 1; 10; 
1; 22; 46; 86; 37; 1; 1; 1; 7; 
1; 22; 48; 97; 42; 1; 12; 1; 1; 
1; 22; 50; 125; 54; 1; 3; 1; 1; 
1; 24; 20; 33; 12; 0; 0; 0; 0; 
1; 24; 22; 29; 11; 0; 0; 0; 0; 
1; 24; 24; 32; 12; 0; 0; 0; 0; 
1; 24; 26; 42; 15; 0; 0; 0; 0; 
1; 24; 28; 84; 30; 1; 43; 1; 243; 
1; 24; 30; 60; 22; 0; 0; 0; 0; 
1; 24; 32; 53; 19; 0; 0; 0; 0; 
1; 24; 34; 65; 24; 0; 0; 0; 0; 
1; 24; 36; 75; 27; 1; 2; 0; 0; 
1; 24; 38; 93; 34; 1; 375; 1; 9; 
1; 24; 40; 87; 32; 1; 32; 1; 3; 
1; 24; 42; 93; 34; 0; 0; 1; 8; 
1; 24; 44; 88; 32; 0; 0; 1; 2; 
1; 24; 46; 89; 32; 1; 42; 1; 6; 
1; 24; 48; 122; 44; 1; 88; 1; 1; 
1; 24; 50; 111; 40; 1; 108; 1; 3; 
1; 26; 20; 50; 15; 0; 0; 0; 0; 
1; 26; 22; 39; 12; 0; 0; 0; 0; 
1; 26; 24; 52; 16; 0; 0; 0; 0; 
1; 26; 26; 79; 24; 0; 0; 1; 82; 
1; 26; 28; 57; 18; 0; 0; 0; 0; 
1; 26; 30; 74; 23; 0; 0; 0; 0; 
1; 26; 32; 69; 21; 0; 0; 0; 0; 
1; 26; 34; 90; 28; 1; 901; 1; 32; 
1; 26; 36; 106; 33; 1; 141; 1; 7; 
1; 26; 38; 100; 31; 0; 0; 1; 23; 
1; 26; 40; 108; 33; 0; 0; 1; 6; 
1; 26; 42; 136; 42; 0; 0; 1; 5; 
1; 26; 44; 155; 48; 1; 42; 1; 2; 
1; 26; 46; 141; 43; 1; 97; 1; 5; 
1; 26; 48; 129; 40; 1; 24; 1; 7; 
1; 26; 50; 169; 52; 1; 35; 1; 1; 
1; 28; 20; 41; 11; 0; 0; 0; 0; 
1; 28; 22; 44; 12; 0; 0; 0; 0; 
1; 28; 24; 50; 13; 0; 0; 0; 0; 
1; 28; 26; 51; 13; 0; 0; 0; 0; 
1; 28; 28; 76; 20; 0; 0; 0; 0; 
1; 28; 30; 99; 26; 1; 755; 1; 41; 
1; 28; 32; 80; 21; 0; 0; 0; 0; 
1; 28; 34; 94; 25; 0; 0; 0; 0; 
1; 28; 36; 112; 30; 0; 0; 1; 111; 
1; 28; 38; 137; 36; 1; 82; 1; 2; 
1; 28; 40; 121; 32; 1; 9; 1; 12; 
1; 28; 42; 167; 44; 1; 179; 1; 4; 
1; 28; 44; 149; 39; 1; 83; 1; 10; 
1; 28; 46; 129; 34; 0; 0; 1; 8; 
1; 28; 48; 165; 44; 1; 119; 1; 5; 
1; 28; 50; 175; 46; 1; 24; 1; 9; 
1; 30; 20; 57; 13; 0; 0; 0; 0; 
1; 30; 22; 52; 12; 0; 0; 0; 0; 
1; 30; 24; 72; 17; 0; 0; 0; 0; 
1; 30; 26; 84; 19; 0; 0; 0; 0; 
1; 30; 28; 96; 22; 0; 0; 0; 0; 
1; 30; 30; 84; 19; 0; 0; 1; 539; 
1; 30; 32; 107; 25; 1; 457; 1; 112; 
1; 30; 34; 117; 27; 0; 0; 1; 62; 
1; 30; 36; 136; 31; 0; 0; 1; 12; 
1; 30; 38; 149; 34; 1; 84; 1; 32; 
1; 30; 40; 137; 31; 1; 48; 1; 6; 
1; 30; 42; 131; 30; 0; 0; 1; 29; 
1; 30; 44; 205; 47; 0; 0; 1; 4; 
1; 30; 46; 139; 32; 1; 295; 1; 55; 
1; 30; 48; 188; 43; 1; 306; 1; 12; 
1; 30; 50; 168; 39; 1; 34; 1; 14; 
1; 32; 20; 49; 10; 0; 0; 0; 0; 
1; 32; 22; 65; 13; 0; 0; 0; 0; 
1; 32; 24; 80; 16; 0; 0; 0; 0; 
1; 32; 26; 74; 15; 0; 0; 0; 0; 
1; 32; 28; 87; 18; 0; 0; 0; 0; 
1; 32; 30; 114; 23; 0; 0; 1; 143; 
1; 32; 32; 101; 20; 0; 0; 0; 0; 
1; 32; 34; 137; 28; 0; 0; 1; 146; 
1; 32; 36; 141; 28; 0; 0; 1; 193; 
1; 32; 38; 179; 36; 1; 156; 1; 25; 
1; 32; 40; 190; 38; 1; 98; 1; 9; 
1; 32; 42; 194; 39; 1; 132; 1; 9; 
1; 32; 44; 213; 43; 1; 34; 1; 2; 
1; 32; 46; 183; 37; 1; 35; 1; 10; 
1; 32; 48; 216; 44; 1; 29; 1; 4; 
1; 32; 50; 218; 44; 1; 30; 1; 25; 
1; 34; 20; 62; 11; 0; 0; 0; 0; 
1; 34; 22; 65; 12; 0; 0; 0; 0; 
1; 34; 24; 98; 17; 0; 0; 0; 0; 
1; 34; 26; 89; 16; 0; 0; 0; 0; 
1; 34; 28; 107; 19; 0; 0; 1; 485; 
1; 34; 30; 124; 22; 0; 0; 1; 138; 
1; 34; 32; 115; 20; 0; 0; 1; 261; 
1; 34; 34; 160; 29; 1; 242; 1; 42; 
1; 34; 36; 176; 31; 1; 372; 1; 48; 
1; 34; 38; 208; 37; 0; 0; 1; 2; 
1; 34; 40; 195; 35; 0; 0; 1; 23; 
1; 34; 42; 183; 33; 1; 131; 1; 104; 
1; 34; 44; 223; 40; 1; 73; 1; 8; 
1; 34; 46; 252; 45; 1; 87; 1; 5; 
1; 34; 48; 261; 47; 1; 27; 1; 2; 
1; 34; 50; 273; 49; 1; 4; 1; 22; 
1; 36; 20; 70; 11; 0; 0; 0; 0; 
1; 36; 22; 104; 17; 0; 0; 0; 0; 
1; 36; 24; 84; 13; 0; 0; 0; 0; 
1; 36; 26; 95; 15; 0; 0; 0; 0; 
1; 36; 28; 120; 19; 0; 0; 1; 365; 
1; 36; 30; 134; 21; 0; 0; 0; 0; 
1; 36; 32; 150; 24; 0; 0; 1; 291; 
1; 36; 34; 152; 24; 1; 842; 1; 39; 
1; 36; 36; 175; 28; 0; 0; 1; 46; 
1; 36; 38; 169; 27; 0; 0; 1; 47; 
1; 36; 40; 207; 33; 1; 509; 1; 25; 
1; 36; 42; 226; 36; 1; 292; 1; 22; 
1; 36; 44; 298; 47; 1; 98; 1; 6; 
1; 36; 46; 294; 47; 1; 9; 1; 3; 
1; 36; 48; 302; 48; 1; 12; 1; 3; 
1; 36; 50; 251; 40; 1; 13; 1; 22; 
1; 38; 20; 71; 10; 0; 0; 0; 0; 
1; 38; 22; 86; 12; 0; 0; 0; 0; 
1; 38; 24; 109; 16; 0; 0; 0; 0; 
1; 38; 26; 120; 17; 0; 0; 0; 0; 
1; 38; 28; 129; 18; 0; 0; 0; 0; 
1; 38; 30; 162; 23; 1; 762; 1; 59; 
1; 38; 32; 181; 26; 0; 0; 1; 97; 
1; 38; 34; 186; 26; 1; 634; 1; 192; 
1; 38; 36; 205; 29; 0; 0; 1; 36; 
1; 38; 38; 207; 29; 1; 52; 1; 11; 
1; 38; 40; 255; 36; 1; 132; 1; 38; 
1; 38; 42; 239; 34; 0; 0; 1; 10; 
1; 38; 44; 258; 37; 0; 0; 1; 15; 
1; 38; 46; 355; 50; 1; 2; 1; 4; 
1; 38; 48; 322; 46; 1; 71; 1; 15; 
1; 38; 50; 361; 51; 1; 3; 1; 5; 
